0.0892508,123456
0.0849143,123456
0.0896838,123456
0.089877,123456
0.0855256,123456
0.0900225,123456
0.0904289,123456
0.0801985,123456
0.0932873,123456
0.079864,57920
0.078038,57920
0.0746005,57920
0.0775959,57920
0.101773,57920
0.110472,57920
0.0792406,57920
0.100863,57920
0.0736313,57920
0.118318,57920
0.0797307,57920
0.00033746,18014398509481984
0.000329385,18014398509481984
0.000362678,18014398509481984
0.000661695,18014398509481984
0.000270458,18014398509481984
0.000453164,18014398509481984
0.000376412,18014398509481984
0.000379112,18014398509481984
0.000338769,18014398509481984
0.000260566,18014398509481984
0.363988,57920
0.228269,57920
0.403453,57920
0.440886,57920
0.321655,57920
0.251649,57920
0.367067,57920
0.385913,57920
0.430212,57920
0.379563,57920
0.0732502,18014398509481984
0.0756123,18014398509481984
0.0767363,18014398509481984
0.0822146,18014398509481984
0.09218,18014398509481984
0.0758607,18014398509481984
0.0907769,18014398509481984
0.0734041,18014398509481984
0.0900328,18014398509481984
0.0713276,18014398509481984
